review_id,user_id,business_id,stars,useful,funny,cool,text,date
39703,23837,56,5,0,0,0,"Came here on a busy Saturday morning but was seated immediately. Our waitress was great and the food was amazing. Quantities are large, prices are a little high but you can see why based on the quality of the food. The ambiance was fun and we would definitely return.",8/7/2017 17:37
39707,23839,56,5,0,0,0,Great food great service pancakes are awesome and they have vegan options very affordable one or a family,12/8/2016 20:44
39714,1364,56,5,0,0,0,"This place is CROWDED on a weekend. Grabbed a seat at the bar and was quickly greeted and ordered drinks. Awesome to have a live-look in to the kitchen. Mamosa was tremendous. Service is fast. 

Ordered the king kong. Good god, it was huge. Several meats and a great taste. Recommend it if you love pork. 

Bill wasn't bad, and we will definitely be back. They've earned their stellar rating for a reason. I'm amazed at the breakfast options right here on campbell!",8/7/2017 22:32
39723,10004,56,5,0,0,0,Both locations are great for breakfast and lunch. Everyone is always friendly. The kolb spot is a bit smaller and fills up fast on the weekends. Every thing I've ordered has been amazing,3/7/2016 20:25
39727,23848,56,4,0,0,0,"TIP: DO NOT ORDER THE BLOODY MARYS. Worst bloody Mary's I have EVER tried. They taste like salty bad tomato juice. Unless you want to die of sodium poisoning, if that's you, go ahead and drink them. 

My husband and I both ordered the huevos rancheros with brisket, it was definitely delicious and the reason why im giving them such a good rating. Additionally our waitress was very nice and understanding when we sent back the drinks and since she couldn't get the drinks off our ticket, she gave us a complimentary pancake.

Wait time was reasonable but I'm definitely very upset about the bad drinks. We took a Lyft all the way here for them and we're pretty bummed we didn't even get to drink.",15/4/2018 17:53
39749,23857,56,5,0,0,0,"I had the German Benedict and my better half had the create your own Mac and Cheese. Both were unbelievable dishes, washed down with a Prickly Pear Mimosa. Cannot wait until the next visit",10/11/2016 18:54
39753,20280,56,4,0,0,0,"It's a good place to go with a family. Our first time we were brought a complimentary pancake which was delicious. Servers are really friendly. Food is good, portions are big, prices are reasonable. There is usually a line on weekends, so get there early.",8/7/2018 0:10
39766,11425,56,5,3,2,2,"We're big fans of the other Baja Cafe location, and the new location that opened on Campbell needs it's first entry on Yelp, so...here goes.

Great location and a lot of parking, which I envision helping alleviate some of the waits in the surrounding area (and they have stiff competition from Bobo's, Robert's, Prep and Pastry, and Blue Willow all nearby).  Crowded today when we got there, but there were a few open tables and we were seated immediately.  Brad was our waiter, and he was more than polite and a clear fan of the Green Arrow comics/show. He was kind enough to read us the specials, make some small talk about the opening of the new location, and made sure to get everything out to us promptly.  He even went so far as to bring us a complimentary snickerdoodle pancake (admittedly, I've gotten a free bloody mary at the other location, so I feel especially awestruck by the same tendencies to be kind to guests as both locations). It was fan-friggin'-tastic.  Their pancake dough blows my mind -- it's almost like custard filling that's crisped on the outside, and somehow the balance of sugar, frosting, and cinnamon in the snickerdoodle variation just all really works well together.  My partner and I each had our own Yosemite Sam bloody mary, and I was delighted to find that they had all the same fixings from the other location (the jalapeï¿½ï¿½ï¿½ï¿½ï¿½ï¿½o bacon and green chili chicken sausage is just the best thing I've ever had in a bloody mary around town).  Could have used a kick of more garlic, but it was definitely spicy and went well with our more savory items.

To that end, we each ordered some breakfast fare -- my fiancee had their enchiladas and eggs.  They are amazing at the other location, and just amazing at this new locale.  Cheesy goodness and not too much grease despite being filled with chorizo, and the fresh pico was a nice counterpoint in terms of freshness and texture.  I had the benedict special (which I was surprised clocked in at $12.99, as most of their special benedicts seem to hover ar which was based on a karamelo.  I was a bit confused, expecting something more like an open quesadilla, but it had corn cakes that were very similar to their pupusas and in all honestly were probably more in line with what I wanted from the dish anyways.  Black bean sauce, grilled onions, roasted Hatch chilis, queso fresco, pico, and some grilled chicken in an additional sauce, with both red and green sauces sprinkled throughout, made this akin to a New Mexico-Southwestern-style breakfast plate, but one of those unique offerings only available at Baja Cafe.  

In all honesty, we're loyalists to some of the other nearby breakfast joints.  But this new Baja Cafe location means that might be increasingly compromised moving forward, since their food, their staff, and their drinks are all exactly what we crave most Saturday mornings.  Knowing I can hit up Albertson's just a short walk away and score a faculty discount as a means to walk-off breakfast is just all the better.  Can't wait to go back!",23/4/2016 23:27
39775,23868,56,5,0,0,0,"We visited Tucson for the first time and stopped in at the Baja cafe on Campbell for breakfast. We were trying all the restaurants in the area, the past reviews were excellent so we decided to give them a try. The menu is great and the omelettes are very very good. We liked the food  so much we came back all the four days that we were staying in Tucson. The Cinnamon French Toast and the Cinnamon pancakes were the best! I would highly recommend for  anyone to stop by for breakfast or any of their other menu items. We will not hesitate to eat there the next time we are in Tucson and since we have a child in UoA we will be out there a lot.",25/8/2016 20:00
39776,121,56,5,1,0,0,"Great breakfast spot! I visited with family on Sunday @ noon & waited about 40 minutes (it was totally worth it). The restaurant provides chairs in the shade. 

The staff run this restaurant like a well-oiled machine. The open kitchen provides guests with a view of the process, an organized chaos. Service was great, our waitress checked-in several times, & our order arrived promptly.

Our table decided to share plates. The benedicts seemed like the thing to get here, so we got the duck confit bene and the special bene. We also tried the snickerdoodle pancake. Everything was top notch, but the duck confit was my absolute favorite. The eggs were poached perfectly. Baja's hash browns are crispy & flavorful. 

I'll be back to try their cocktails",2/10/2017 4:15
